Location ID,Date,Mean temperature (°C),Max. temperature (°C),Min. temperature (°C),Perceived mean temperature (°C),Perceived max. temperature (°C),Perceived min. temperature (°C),Max. wind speed (km/h),Max. wind gusts (km/h),Shortwave radiation sum (MJ/m2),Dominant wind direction (°),Reference evapotranspiration (mm),Daylight duration (s),Sunshine duration (s),Precipitation sum (mm),Snowfall sum (mm),Precipitation hours (h),Rain sum (mm)
4,2010-08-31,25.4,31.7,18.2,23.4,30.7,15.3,11.3,24.1,22.74,83,5.92,47269.49,43499.46,0.0,0.0,0.0,0.0
4,2010-09-01,23.2,28.9,20.3,23.7,28.4,20.6,9.0,29.2,16.53,99,3.82,47117.64,35914.34,2.8,0.0,4.0,2.8
4,2010-09-02,22.2,26.8,17.5,23.0,26.7,18.9,6.9,24.1,16.87,31,3.55,46965.9,42702.64,0.0,0.0,0.0,0.0
4,2010-09-03,23.7,29.4,17.1,23.8,29.9,17.6,9.7,20.5,21.81,165,4.85,46814.2,43086.16,0.0,0.0,0.0,0.0
4,2010-09-04,25.4,31.5,17.9,24.9,30.9,18.0,8.4,26.6,22.37,224,5.09,46661.48,42849.96,0.0,0.0,0.0,0.0
4,2010-09-05,26.3,32.5,18.3,25.3,31.3,18.0,12.5,33.8,22.27,227,5.7,46507.67,42469.2,0.0,0.0,0.0,0.0
4,2010-09-06,25.8,31.0,19.8,23.5,27.4,19.0,22.7,54.4,20.6,224,6.41,46352.88,42251.37,0.0,0.0,0.0,0.0
4,2010-09-07,20.1,24.2,17.0,17.7,20.5,15.6,25.8,54.7,18.5,241,4.89,46197.21,42357.72,0.0,0.0,0.0,0.0
4,2010-09-08,18.9,24.2,14.2,16.9,21.9,13.7,12.5,30.6,22.81,299,4.82,46040.78,42339.88,0.0,0.0,0.0,0.0
4,2010-09-09,19.7,25.9,13.6,18.2,25.3,11.7,8.7,23.8,22.63,346,4.35,45883.66,42285.28,0.0,0.0,0.0,0.0
4,2010-09-10,21.6,28.4,14.1,19.5,27.1,11.9,10.2,22.7,22.89,50,5.1,45725.98,42191.47,0.0,0.0,0.0,0.0
4,2010-09-11,22.5,29.8,14.1,20.9,28.8,12.5,6.3,22.0,22.09,62,4.73,45567.82,42133.29,0.0,0.0,0.0,0.0
4,2010-09-12,24.2,31.5,15.8,22.5,30.7,13.9,14.3,33.5,22.01,61,5.27,45409.29,42076.83,0.0,0.0,0.0,0.0
4,2010-09-13,24.9,31.8,17.9,23.5,31.5,16.1,14.8,34.2,21.61,40,5.33,45250.49,42020.21,0.0,0.0,0.0,0.0
4,2010-09-14,24.9,32.5,16.5,22.7,30.9,14.3,8.7,20.2,22.43,2,4.96,45091.5,41922.34,0.0,0.0,0.0,0.0
4,2010-09-15,24.9,32.5,16.4,23.3,30.8,15.1,11.3,26.6,20.58,220,5.18,44932.43,40565.54,0.0,0.0,0.0,0.0
4,2010-09-16,22.3,26.4,17.9,22.0,25.2,19.1,15.0,41.4,12.76,239,3.25,44773.37,26582.88,3.9,0.0,8.0,3.9
4,2010-09-17,18.2,22.1,15.6,18.9,21.9,16.6,10.0,25.2,11.71,5,2.27,44614.4,27307.0,5.4,0.0,11.0,5.4
4,2010-09-18,18.0,21.8,14.9,17.8,21.2,14.6,9.4,22.0,13.36,10,2.54,44455.64,39493.38,0.2,0.0,2.0,0.2
4,2010-09-19,19.2,24.9,13.1,18.8,24.4,12.4,9.0,24.1,19.86,73,3.79,44297.17,41132.5,0.0,0.0,0.0,0.0
4,2010-09-20,17.4,22.8,14.6,17.6,23.6,14.2,13.7,34.9,14.4,134,2.66,44139.08,30760.68,8.2,0.0,10.0,8.2
4,2010-09-21,18.9,23.5,14.4,19.2,23.2,15.5,8.7,21.2,16.41,200,3.08,43981.46,38597.02,0.2,0.0,1.0,0.2
4,2010-09-22,19.5,25.0,13.5,19.2,24.5,12.9,8.9,26.6,17.58,110,3.43,43824.41,39584.79,0.0,0.0,0.0,0.0
4,2010-09-23,18.5,20.8,16.0,17.9,20.0,16.0,14.8,37.1,8.06,223,2.04,43667.83,1277.09,0.3,0.0,1.0,0.3
4,2010-09-24,18.0,23.4,12.9,16.4,20.3,12.2,14.1,34.6,15.73,290,3.44,43510.64,40237.39,0.0,0.0,0.0,0.0
4,2010-09-25,15.5,20.5,10.4,13.2,18.6,8.9,13.2,27.4,20.08,12,3.84,43352.74,40185.21,0.0,0.0,0.0,0.0
4,2010-09-26,14.5,20.0,9.1,12.2,17.8,7.1,9.7,25.9,20.1,18,3.55,43194.23,40025.23,0.0,0.0,0.0,0.0
4,2010-09-27,14.9,21.7,7.4,12.8,19.5,5.1,6.7,21.2,19.15,330,3.39,43035.23,39195.59,0.0,0.0,0.0,0.0
4,2010-09-28,16.5,23.9,8.4,14.7,21.7,6.2,6.1,18.0,19.45,325,3.48,42875.83,39703.2,0.0,0.0,0.0,0.0
4,2010-09-29,17.7,25.0,10.0,15.8,22.6,8.5,11.7,28.8,19.06,226,3.98,42716.13,39173.36,0.0,0.0,0.0,0.0
4,2010-09-30,18.8,25.2,12.4,16.8,22.2,11.1,13.5,31.7,19.02,234,4.11,42556.24,39266.25,0.0,0.0,0.0,0.0
4,2010-10-01,18.5,24.9,12.1,16.8,22.5,11.1,10.3,29.5,18.76,229,3.87,42396.26,38931.78,0.0,0.0,0.0,0.0
4,2010-10-02,18.9,25.6,12.3,16.5,21.8,11.2,17.5,43.2,18.75,211,4.39,42236.28,38367.07,0.0,0.0,0.0,0.0
4,2010-10-03,15.5,20.2,11.4,12.0,15.1,8.6,32.6,60.5,12.64,210,3.47,42076.42,28136.04,5.3,0.0,6.0,5.3
4,2010-10-04,14.7,18.9,10.9,12.4,15.9,8.9,16.4,39.6,10.57,264,2.24,41916.76,28736.86,0.1,0.0,1.0,0.1
4,2010-10-05,15.2,21.2,9.1,13.4,18.6,7.7,11.4,28.8,18.31,216,3.24,41757.43,38067.84,0.0,0.0,0.0,0.0
4,2010-10-06,16.5,23.0,8.9,14.8,21.1,7.3,6.5,22.3,17.92,31,3.2,41598.52,37593.19,0.0,0.0,0.0,0.0
4,2010-10-07,17.4,24.0,11.8,16.5,22.8,10.6,13.7,33.8,13.59,139,2.82,41440.14,36395.14,0.6,0.0,3.0,0.6
4,2010-10-08,18.2,24.3,13.4,17.1,20.8,13.2,20.3,50.0,12.56,186,3.06,41282.39,30847.3,0.0,0.0,0.0,0.0
4,2010-10-09,14.4,17.5,10.0,13.7,16.8,8.7,13.2,36.7,2.14,180,0.74,41125.39,323.77,28.1,0.0,14.0,28.1
4,2010-10-10,12.2,16.8,8.1,11.0,15.0,7.1,7.9,28.1,13.92,255,2.17,40969.24,36347.51,0.4,0.0,1.0,0.4
4,2010-10-11,12.5,16.5,7.9,11.2,14.9,6.5,7.3,14.4,8.56,343,1.5,40814.05,22775.68,0.0,0.0,0.0,0.0
4,2010-10-12,13.4,16.7,8.9,11.8,15.9,7.0,11.5,25.9,8.56,19,1.63,40659.93,18063.96,0.0,0.0,0.0,0.0
4,2010-10-13,14.4,19.6,8.9,13.3,18.4,7.5,6.8,18.0,11.44,319,2.04,40506.79,26437.51,0.0,0.0,0.0,0.0
4,2010-10-14,15.2,20.2,10.5,13.9,19.0,8.1,6.8,15.1,16.28,330,2.74,40353.44,36149.67,0.0,0.0,0.0,0.0
4,2010-10-15,12.1,18.2,6.1,9.7,16.2,3.5,8.0,17.3,16.88,2,2.76,40199.78,36223.34,0.0,0.0,0.0,0.0
4,2010-10-16,11.0,17.2,4.9,8.5,14.9,2.2,11.3,22.7,16.6,3,2.71,40045.93,36080.56,0.0,0.0,0.0,0.0
4,2010-10-17,10.3,15.7,5.4,7.2,12.0,2.8,14.0,33.5,15.27,3,2.68,39892.01,36004.77,0.0,0.0,0.0,0.0
4,2010-10-18,9.2,16.4,2.8,6.2,12.9,-0.2,8.7,22.7,16.42,3,2.58,39738.14,36013.0,0.0,0.0,0.0,0.0
4,2010-10-19,10.3,18.3,3.3,7.8,15.7,0.5,6.2,13.3,16.11,338,2.47,39584.43,36000.0,0.0,0.0,0.0,0.0
4,2010-10-20,11.7,19.5,3.3,9.1,16.7,0.7,8.3,17.3,16.06,4,2.66,39431.02,36000.0,0.0,0.0,0.0,0.0
4,2010-10-21,12.0,19.3,5.1,9.6,16.7,2.2,8.4,18.4,15.71,34,2.65,39278.02,35947.06,0.0,0.0,0.0,0.0
4,2010-10-22,12.3,18.6,5.7,10.1,16.4,3.1,7.6,20.5,13.26,333,2.32,39125.57,28912.58,0.0,0.0,0.0,0.0
4,2010-10-23,13.4,18.9,7.4,11.5,16.8,5.5,8.2,17.3,14.67,280,2.45,38973.8,35677.93,0.0,0.0,0.0,0.0
4,2010-10-24,14.0,20.9,7.3,11.9,17.7,5.5,15.4,33.1,13.72,296,2.71,38822.83,35518.97,0.0,0.0,0.0,0.0
4,2010-10-25,12.2,15.4,6.1,8.8,11.9,2.7,16.5,36.7,14.62,5,2.96,38672.8,35360.79,0.0,0.0,0.0,0.0
4,2010-10-26,9.7,18.3,1.6,6.2,14.4,-1.7,7.2,15.8,14.99,331,2.57,38523.85,35203.5,0.0,0.0,0.0,0.0
4,2010-10-27,11.5,19.7,2.4,8.1,15.6,-0.6,9.6,20.2,14.49,263,2.66,38376.12,35047.29,0.0,0.0,0.0,0.0
4,2010-10-28,13.7,20.6,7.6,10.8,16.7,4.9,9.7,20.9,12.28,194,2.44,38229.74,29667.2,0.0,0.0,0.0,0.0
4,2010-10-29,12.8,20.0,8.1,9.2,14.8,4.7,26.6,62.6,11.26,203,2.81,38084.86,24778.95,3.9,0.0,3.0,3.9
4,2010-10-30,9.6,11.1,8.3,6.4,7.3,5.3,27.5,58.3,4.92,212,0.88,37941.64,8397.83,4.7,0.0,11.0,4.7
4,2010-10-31,10.6,13.6,7.9,7.1,9.1,4.6,22.2,50.4,8.82,246,1.77,37800.21,31644.67,1.2,0.0,7.0,1.2
4,2010-11-01,12.2,16.1,9.2,9.0,12.0,6.3,21.8,47.5,10.02,324,2.27,37660.73,34287.71,0.0,0.0,0.0,0.0
4,2010-11-02,11.8,17.6,8.2,9.5,14.9,5.9,10.7,25.2,12.54,347,2.11,37523.13,34140.91,0.0,0.0,0.0,0.0
4,2010-11-03,11.9,20.2,5.2,10.4,18.9,3.1,7.2,13.0,12.89,348,1.97,37386.13,33994.5,0.0,0.0,0.0,0.0
4,2010-11-04,13.5,20.5,6.8,12.1,19.5,4.8,8.3,21.6,12.61,25,2.07,37249.62,33848.41,0.0,0.0,0.0,0.0
4,2010-11-05,13.3,19.2,7.3,11.9,18.2,5.5,6.6,18.0,12.46,41,1.97,37113.76,33702.79,0.0,0.0,0.0,0.0
4,2010-11-06,12.7,18.6,8.4,11.5,17.0,7.5,9.1,22.0,11.49,212,1.85,36978.66,33557.8,0.0,0.0,0.0,0.0
4,2010-11-07,10.3,14.6,7.8,8.1,11.6,5.1,13.4,31.7,6.75,317,1.29,36844.5,19073.9,0.0,0.0,0.0,0.0
4,2010-11-08,7.9,10.4,4.2,4.0,7.1,1.3,29.0,65.2,4.29,239,0.99,36711.42,15652.3,2.5,0.0,8.0,2.5
4,2010-11-09,9.3,12.2,7.1,4.8,6.5,2.6,27.7,56.5,9.98,252,1.9,36579.55,31362.34,4.3,0.0,9.0,4.3
4,2010-11-10,8.0,12.1,4.2,4.2,7.3,0.9,18.4,39.6,10.67,275,1.82,36449.07,32614.08,0.0,0.0,0.0,0.0
4,2010-11-11,7.7,14.1,2.5,4.7,10.6,-0.5,12.6,29.9,10.47,250,1.63,36320.12,30737.73,0.0,0.0,0.0,0.0
4,2010-11-12,9.7,15.8,5.9,8.0,14.0,3.8,8.1,20.9,10.97,216,1.57,36192.87,32710.29,0.0,0.0,0.0,0.0
4,2010-11-13,8.2,11.3,5.9,6.3,8.9,4.3,10.6,24.8,6.43,206,0.85,36067.48,20747.17,0.2,0.0,2.0,0.2
4,2010-11-14,8.2,10.2,6.5,6.2,8.8,3.9,10.8,25.9,1.19,196,0.32,35944.11,0.0,3.6,0.0,12.0,3.6
4,2010-11-15,5.9,11.1,0.5,2.4,6.3,-2.8,17.4,38.9,9.2,281,1.46,35822.93,32308.83,0.0,0.0,0.0,0.0
4,2010-11-16,5.7,11.2,2.0,2.7,8.1,-1.1,8.3,21.6,10.86,248,1.43,35704.13,31428.56,0.0,0.0,0.0,0.0
4,2010-11-17,5.9,10.0,3.2,3.1,7.4,0.4,15.0,32.8,2.82,228,0.49,35587.86,8428.65,3.9,0.0,9.0,3.9
4,2010-11-18,5.6,11.1,1.8,2.6,7.5,-1.3,10.9,25.9,7.68,273,1.13,35474.32,25447.23,0.0,0.0,0.0,0.0
4,2010-11-19,5.8,9.8,2.5,3.1,6.1,-0.0,14.1,34.6,5.4,202,0.83,35363.66,13182.72,0.7,0.0,5.0,0.7
4,2010-11-20,8.1,12.1,4.8,4.9,8.0,1.1,18.3,54.7,7.5,239,1.26,35256.09,27630.47,7.5,0.0,7.0,7.5
4,2010-11-21,7.0,11.1,4.3,3.6,6.8,0.7,16.6,38.5,6.89,248,1.18,35151.8,26094.68,0.7,0.0,5.0,0.7
4,2010-11-22,6.1,9.7,3.3,3.4,6.2,0.7,10.2,24.8,5.91,248,0.93,35050.74,25827.41,0.1,0.0,1.0,0.1
4,2010-11-23,5.8,10.4,2.6,3.1,7.1,0.1,8.4,22.3,9.17,240,1.2,34951.8,30321.2,0.0,0.0,0.0,0.0
4,2010-11-24,5.2,10.7,0.0,2.4,8.3,-3.4,7.3,18.0,10.38,22,1.25,34854.9,31164.01,0.0,0.0,0.0,0.0
4,2010-11-25,4.0,10.6,-1.0,0.9,7.4,-4.2,8.4,19.1,9.28,332,1.23,34760.14,28812.45,0.0,0.0,0.0,0.0
4,2010-11-26,2.4,7.3,-2.2,-1.2,3.6,-5.9,8.5,26.3,10.57,38,1.24,34667.68,30506.62,0.0,0.0,0.0,0.0
4,2010-11-27,2.5,7.2,-2.0,-1.2,3.5,-5.7,8.7,18.7,7.94,24,1.1,34577.62,24059.28,0.0,0.0,0.0,0.0
4,2010-11-28,2.0,7.1,-1.8,-1.4,2.8,-5.2,11.2,27.0,8.05,290,1.0,34490.1,29589.45,0.0,0.0,0.0,0.0
4,2010-11-29,0.9,3.9,-2.5,-2.5,0.3,-6.2,10.1,21.6,4.45,45,0.55,34405.25,7699.31,3.5,0.42,11.0,2.9
4,2010-11-30,3.4,6.9,1.2,0.7,4.0,-2.1,12.4,32.0,3.78,200,0.48,34323.2,6803.12,3.4,0.0,10.0,3.4
4,2010-12-01,3.4,6.8,1.3,-0.2,2.4,-2.1,15.7,36.0,6.57,229,0.84,34244.08,28204.35,0.3,0.0,3.0,0.3
4,2010-12-02,2.2,5.6,-0.5,-1.9,0.3,-4.4,17.7,42.1,9.05,251,1.22,34168.04,29840.06,1.5,0.28,6.0,1.1
4,2010-12-03,1.7,5.8,-1.4,-2.4,1.5,-5.4,15.1,31.3,9.5,297,1.12,34095.18,29800.92,2.0,1.26,4.0,0.2
4,2010-12-04,1.0,5.1,-3.3,-2.5,1.7,-6.9,7.6,18.4,9.39,44,1.0,34025.67,28800.0,0.0,0.0,0.0,0.0
4,2010-12-05,4.5,8.8,0.9,2.2,6.7,-2.4,9.4,30.2,2.6,47,0.42,33959.62,5965.54,3.0,0.0,4.0,3.0
4,2010-12-06,11.3,13.7,9.4,9.2,11.2,7.5,24.4,53.3,3.93,204,0.55,33897.18,12570.44,6.4,0.0,15.0,6.4
4,2010-12-07,11.8,12.4,11.1,9.3,10.4,8.1,27.2,67.3,1.79,193,0.37,33838.48,0.0,13.1,0.0,22.0,13.1
4,2010-12-08,11.4,13.1,10.2,9.0,10.8,7.3,27.9,70.9,4.78,206,0.8,33783.66,20995.52,6.3,0.0,12.0,6.3
4,2010-12-09,11.7,15.1,8.9,10.8,14.5,6.8,9.5,22.3,4.52,64,0.74,33732.84,15675.54,1.6,0.0,7.0,1.6
4,2010-12-10,10.5,16.2,6.4,8.3,14.7,3.7,11.8,22.7,8.47,31,1.3,33686.18,27633.84,0.0,0.0,0.0,0.0
4,2010-12-11,9.6,14.4,5.8,8.0,13.3,3.5,6.0,13.0,7.57,13,1.04,33643.78,29272.18,0.0,0.0,0.0,0.0
4,2010-12-12,8.1,14.1,3.0,6.5,13.1,0.7,6.9,14.4,8.25,316,1.06,33605.7,29093.73,0.0,0.0,0.0,0.0
4,2010-12-13,8.6,13.9,4.6,6.9,12.6,2.5,5.8,12.6,5.98,345,0.88,33571.44,22474.05,0.8,0.0,4.0,0.8
4,2010-12-14,5.7,11.1,0.7,2.7,7.6,-2.9,9.7,20.5,9.17,358,1.21,33540.93,29794.98,1.0,0.0,4.0,1.0
4,2010-12-15,1.2,5.1,-2.0,-3.5,-0.3,-6.1,16.9,37.8,9.26,10,1.37,33514.18,29765.43,0.0,0.0,0.0,0.0
4,2010-12-16,-0.0,4.8,-3.2,-3.9,1.1,-7.1,7.2,21.6,9.36,342,1.02,33491.23,29740.09,0.0,0.0,0.0,0.0
4,2010-12-17,0.6,6.8,-3.6,-3.2,2.4,-7.4,10.2,23.8,9.54,240,1.08,33472.07,29718.97,0.0,0.0,0.0,0.0
4,2010-12-18,1.8,6.8,-2.6,-1.4,3.6,-6.2,7.7,16.9,8.2,36,0.91,33456.73,28578.78,0.3,0.0,1.0,0.3
4,2010-12-19,5.8,11.1,2.6,3.3,8.6,-0.4,9.0,24.8,6.56,309,0.86,33445.22,28263.98,1.9,0.0,5.0,1.9
4,2010-12-20,3.5,7.2,-0.1,0.9,4.5,-2.9,10.5,20.9,3.55,191,0.49,33437.54,9780.74,1.6,0.0,4.0,1.6
4,2010-12-21,8.2,11.4,4.6,6.0,8.4,2.0,20.6,43.9,2.61,194,0.41,33433.7,2942.85,7.0,0.0,19.0,7.0
4,2010-12-22,8.6,10.3,6.6,6.1,8.2,4.2,17.9,46.1,2.68,172,0.47,33433.71,4275.95,24.3,0.0,21.0,24.3
4,2010-12-23,5.3,6.9,2.5,2.2,4.8,-1.3,14.2,27.7,3.55,300,0.69,33437.58,7041.08,1.8,0.0,9.0,1.8
4,2010-12-24,2.0,5.4,-0.2,-2.1,0.6,-4.2,13.8,33.5,8.7,307,1.12,33445.3,29690.5,0.0,0.0,0.0,0.0
4,2010-12-25,0.8,5.4,-3.0,-2.9,1.7,-6.9,11.3,22.7,8.68,2,1.05,33456.88,28362.93,0.0,0.0,0.0,0.0
4,2010-12-26,0.4,6.3,-3.1,-3.2,3.2,-7.1,8.9,15.8,9.63,317,1.07,33472.32,29720.94,0.0,0.0,0.0,0.0
4,2010-12-27,1.3,6.0,-2.9,-2.1,2.1,-6.3,6.8,14.8,8.61,192,0.96,33491.61,28321.38,0.0,0.0,0.0,0.0
4,2010-12-28,2.5,7.6,-1.5,-0.4,5.2,-4.9,5.8,11.9,7.11,38,0.82,33514.74,29317.44,0.0,0.0,0.0,0.0
4,2010-12-29,4.9,11.6,0.0,2.4,10.0,-3.3,7.1,13.7,8.56,23,1.04,33541.71,28368.06,0.0,0.0,0.0,0.0
4,2010-12-30,5.2,8.8,1.3,2.7,6.4,-1.8,9.4,20.5,4.26,71,0.61,33572.53,10900.49,4.4,0.0,11.0,4.4
4,2010-12-31,6.8,8.8,3.8,5.1,7.8,1.3,7.4,14.0,1.64,82,0.31,33607.15,995.84,5.3,0.0,11.0,5.3
4,2011-01-01,5.9,8.9,3.8,3.9,7.4,1.4,7.1,14.8,3.4,332,0.5,33645.67,8086.13,0.0,0.0,0.0,0.0
4,2011-01-02,5.3,10.7,1.8,3.0,8.5,-1.1,7.8,17.3,6.25,334,0.83,33688.5,28476.41,0.0,0.0,0.0,0.0
4,2011-01-03,4.6,9.4,1.1,2.1,7.0,-1.7,7.1,15.5,8.76,282,1.0,33735.61,28262.88,0.0,0.0,0.0,0.0
4,2011-01-04,4.3,6.8,1.8,1.9,4.1,-0.7,9.8,22.7,3.67,209,0.46,33786.87,2392.72,0.0,0.0,0.0,0.0
4,2011-01-05,7.3,9.5,5.2,4.7,6.5,2.9,17.5,41.4,2.87,206,0.47,33842.14,1482.08,3.3,0.0,8.0,3.3
4,2011-01-06,10.2,11.9,8.3,7.6,8.7,5.8,25.7,51.5,1.72,205,0.34,33901.3,566.52,1.4,0.0,10.0,1.4
4,2011-01-07,9.6,11.4,8.1,6.5,8.2,4.8,21.0,50.8,3.15,198,0.62,33964.23,7744.79,2.4,0.0,13.0,2.4
4,2011-01-08,9.1,11.6,7.3,6.0,8.9,4.7,19.5,53.3,4.24,201,0.71,34030.78,14657.58,6.6,0.0,9.0,6.6
4,2011-01-09,7.1,9.4,5.1,5.0,7.5,3.0,10.9,27.0,5.32,211,0.67,34100.84,20388.75,3.2,0.0,11.0,3.2
4,2011-01-10,5.2,8.2,2.3,2.5,4.5,-0.0,13.8,38.5,6.05,234,0.78,34174.26,22420.06,0.6,0.0,2.0,0.6
4,2011-01-11,8.3,12.7,5.2,6.1,10.1,2.5,12.1,31.0,5.14,246,0.85,34250.91,25286.37,0.4,0.0,3.0,0.4
4,2011-01-12,8.3,13.7,4.6,6.6,12.6,2.5,6.2,14.0,8.47,312,1.1,34330.68,30678.81,0.0,0.0,0.0,0.0
4,2011-01-13,6.7,12.1,2.8,4.9,10.8,0.1,6.9,15.5,9.15,345,1.14,34413.43,30770.46,0.0,0.0,0.0,0.0
4,2011-01-14,6.1,11.9,2.0,4.2,10.3,-0.4,8.3,15.8,9.58,308,1.18,34499.02,30865.14,0.0,0.0,0.0,0.0
4,2011-01-15,5.6,12.2,1.0,3.4,10.6,-1.8,6.9,14.4,9.89,5,1.2,34587.35,30962.71,0.0,0.0,0.0,0.0
4,2011-01-16,5.4,10.9,0.3,3.4,9.2,-2.4,6.9,17.3,9.12,344,1.08,34678.27,31063.03,0.0,0.0,0.0,0.0
4,2011-01-17,5.0,9.9,0.6,2.9,8.0,-2.0,6.3,14.4,7.24,338,0.88,34771.67,28661.22,0.0,0.0,0.0,0.0
4,2011-01-18,5.3,10.2,1.5,3.1,8.7,-1.2,6.0,13.7,6.51,19,0.84,34867.41,17791.9,0.0,0.0,0.0,0.0
4,2011-01-19,5.8,10.6,1.9,3.4,8.4,-1.0,8.9,17.6,6.65,31,0.91,34965.39,26333.55,0.8,0.0,4.0,0.8
4,2011-01-20,5.3,10.1,1.0,2.4,7.3,-1.9,10.6,22.3,6.63,30,1.04,35065.48,29214.99,0.0,0.0,0.0,0.0
4,2011-01-21,1.1,5.8,-2.4,-3.8,0.0,-7.3,17.4,40.0,11.39,28,1.76,35167.76,31601.08,0.0,0.0,0.0,0.0
4,2011-01-22,-0.3,5.1,-3.8,-5.4,-0.3,-8.8,14.8,33.8,11.68,28,1.76,35273.34,31716.89,0.0,0.0,0.0,0.0
4,2011-01-23,-0.7,3.7,-3.2,-5.7,-1.2,-8.4,15.0,35.6,11.65,49,1.56,35382.25,31836.2,0.0,0.0,0.0,0.0
4,2011-01-24,-0.1,6.3,-3.8,-4.7,1.6,-8.7,13.1,29.2,11.75,41,1.58,35494.3,31958.77,0.0,0.0,0.0,0.0
4,2011-01-25,0.3,6.7,-4.1,-3.6,2.8,-8.3,7.9,19.8,11.8,34,1.37,35609.29,32067.25,0.0,0.0,0.0,0.0
4,2011-01-26,1.0,5.6,-2.8,-2.5,2.3,-6.6,7.8,22.7,8.86,35,0.98,35727.05,32144.79,0.0,0.0,0.0,0.0
4,2011-01-27,2.1,4.0,0.4,-0.6,1.5,-2.8,7.3,14.8,2.44,67,0.35,35847.4,0.0,8.2,1.19,23.0,6.5
4,2011-01-28,3.2,6.0,1.1,0.3,2.8,-1.9,13.4,32.0,5.58,187,0.58,35970.16,22636.76,10.3,1.05,19.0,8.8
4,2011-01-29,2.4,6.6,-0.6,-0.8,2.6,-3.4,11.5,27.7,8.29,242,0.98,36095.16,32380.53,0.3,0.0,3.0,0.3
4,2011-01-30,2.3,6.3,-1.8,-0.6,3.6,-5.0,5.4,15.5,9.08,350,1.04,36222.22,31684.04,0.5,0.0,2.0,0.5
4,2011-01-31,1.3,6.6,-3.2,-2.6,2.0,-6.8,12.2,29.2,10.7,358,1.36,36351.18,32440.39,0.0,0.0,0.0,0.0
4,2011-02-01,2.0,8.2,-2.4,-2.0,3.8,-6.2,12.6,28.1,11.95,355,1.51,36481.88,32432.53,0.0,0.0,0.0,0.0
4,2011-02-02,3.8,10.8,-1.3,-0.2,6.4,-5.7,13.0,29.9,12.21,350,1.75,36614.14,32437.44,0.0,0.0,0.0,0.0
4,2011-02-03,4.5,12.2,-0.6,1.4,9.0,-3.8,9.4,18.7,12.09,341,1.57,36747.81,32441.53,0.0,0.0,0.0,0.0
4,2011-02-04,4.9,12.9,-1.5,2.3,10.9,-4.8,8.1,14.4,12.92,323,1.65,36882.74,32749.84,0.0,0.0,0.0,0.0
4,2011-02-05,5.9,14.6,-1.4,3.2,12.2,-4.5,9.6,14.4,13.02,317,1.79,37018.78,32890.77,0.0,0.0,0.0,0.0
4,2011-02-06,7.4,15.2,-0.3,4.9,13.1,-3.4,6.6,13.3,13.12,331,1.83,37155.77,32991.73,0.0,0.0,0.0,0.0
4,2011-02-07,6.9,14.6,-0.1,4.3,12.4,-3.3,6.6,13.0,13.55,343,1.86,37293.57,33226.83,0.0,0.0,0.0,0.0
4,2011-02-08,6.3,13.1,-0.3,3.6,10.3,-3.7,9.2,17.6,13.59,281,1.84,37432.02,33419.71,0.0,0.0,0.0,0.0
4,2011-02-09,6.7,12.2,1.1,4.5,9.9,-1.3,6.4,20.9,13.42,244,1.7,37571.0,33627.74,0.0,0.0,0.0,0.0
4,2011-02-10,6.2,13.1,-0.5,3.7,10.5,-3.6,7.4,21.2,13.64,317,1.8,37710.61,33435.53,0.0,0.0,0.0,0.0
4,2011-02-11,6.7,12.1,1.5,4.3,9.0,-1.1,10.7,27.4,12.17,246,1.62,37852.15,32857.43,0.0,0.0,0.0,0.0
4,2011-02-12,6.2,12.8,-0.6,3.5,9.6,-3.3,10.8,26.6,13.49,235,1.84,37995.7,33886.54,0.0,0.0,0.0,0.0
4,2011-02-13,5.8,11.3,1.4,2.1,5.5,-1.9,28.0,57.6,8.51,222,1.32,38141.11,23972.36,3.3,0.0,7.0,3.3
4,2011-02-14,3.9,8.2,-1.6,-0.2,3.2,-5.0,19.5,51.1,11.11,236,1.56,38288.21,33474.75,0.5,0.0,4.0,0.5
4,2011-02-15,6.0,9.2,2.8,3.3,6.9,-0.4,17.6,51.1,6.4,222,0.81,38436.86,13611.52,5.0,0.0,11.0,5.0
4,2011-02-16,4.0,7.3,1.2,-0.2,2.3,-2.6,25.5,55.4,5.45,210,0.71,38586.9,13050.44,5.2,0.07,10.0,5.1
4,2011-02-17,4.9,9.2,1.9,0.6,3.7,-2.5,26.1,64.4,11.74,265,1.57,38738.19,34616.5,1.6,0.0,8.0,1.6
4,2011-02-18,5.9,10.6,0.8,3.0,7.0,-2.2,12.5,30.2,11.61,242,1.6,38890.59,28812.91,0.6,0.0,2.0,0.6
4,2011-02-19,6.8,9.5,4.0,4.9,7.9,1.4,11.2,28.1,3.08,205,0.49,39043.95,596.26,12.4,0.0,17.0,12.4
4,2011-02-20,7.7,13.2,3.3,5.1,9.3,1.1,13.4,32.4,11.5,261,1.82,39198.13,32587.62,0.0,0.0,0.0,0.0
4,2011-02-21,7.5,12.4,2.2,4.2,8.7,-0.6,19.6,40.3,7.89,263,1.46,39353.0,24130.41,0.0,0.0,0.0,0.0
4,2011-02-22,10.5,14.9,6.6,7.6,11.2,3.6,17.2,38.9,9.45,282,1.8,39508.42,28512.0,0.0,0.0,0.0,0.0
4,2011-02-23,10.3,15.9,6.2,8.5,14.2,3.3,9.8,17.6,15.44,306,2.23,39664.27,36412.94,0.0,0.0,0.0,0.0
